text,label,document_index,subset
hack order abl compil java13,code/design_debt,598,train
todo isnt stuff manag namefig,code/design_debt,600,train
andrea temporari warn dialog uml2,code/design_debt,601,train
todo class move packag orgargoumlumluibehaviorcommonbehavior,code/design_debt,602,train
classifi role must return sent messag case return empti list todo must incom messag sent one,code/design_debt,603,train
initi argouml applic version link applicationversiongetvers doesnt return null throw except someth goe wrong todo move helper class,code/design_debt,604,train
creat enumer return object new enumer sinc uml todo need extra paramet specifi modelext new element creat,code/design_debt,605,train
todo let move behind model interfac,code/design_debt,606,train
classifi role must return receiv messag case return empti list todo must outgo messag receiv one,code/design_debt,607,train
argoeventpump event dispatch handl event global natur entir applic todo diagramappear notat event applicationwid move someplac specif futur manag perproject perdiagram basi,code/design_debt,608,train
creat empti initi instanc uml node return initi uml node instanc todo need extra paramet specifi modelext new element creat,code/design_debt,609,train
todo fix subclass titl alway local local remov,code/design_debt,610,train
determin pass paramet return direct kind todo duplic link isreturnobject return true return direct kind param handl paramet,code/design_debt,612,train
todo appropri templateableel client list templateparametersubstitut list paramet,code/design_debt,613,train
todo actionst callstat subactivityst replac uml explicit model action,code/design_debt,614,train
todo silent ignor instead return fals,code/design_debt,615,train
find icon given model element return icon codenullcod icon param valu model element todo use string match classnam sinc mean knowledg model element implement outsid model compon,code/design_debt,616,train
initialz gef version loader todo probabl pass icon load doesnt seem way gef tfm,code/design_debt,617,train
return key tag tag valu todo exact gettagobject remov one param handl tag valu return found valu string,code/design_debt,618,train
todo get metamodel nonnls1,code/design_debt,620,train
classifi singl unnam classifierrol todo probabl belong critic instead,code/design_debt,623,train
part design issu affect member either model element link fig link diagram todo offend need strong type common supertyp three type cant type list introduc common supertypeinterfac tfm 20070630 list offend set constructor cannot chang,code/design_debt,624,train
repli set design materi subject todoitem return offend todo offend need strong type tfm 20070630,code/design_debt,625,train
todo could huge collect find effici way,code/design_debt,626,train
todo general assum uml type name uniqu without qualifi packag name true uml,code/design_debt,627,train
model design goal make design provid use control inform agenc critic relev design goal ever execut todo realli part domain extens kernel develop part argo much author jason robbin,code/design_debt,628,train
todo need worri umlclass umlpackag etc,code/design_debt,629,train
todo fetch stereotyp profil,code/design_debt,630,train
return default type return paramet method return classifi use default type todo belong projectset tfm,code/design_debt,632,train
todo hold lock entir recurs travers,code/design_debt,633,train
todo add enumerationliter someplac,code/design_debt,634,train
todo wellformed rule uml142 45320 root cannot general selfisroot impli selfgeneralizationisempti,code/design_debt,635,train
todo fetch stereotyp profil,code/design_debt,636,train
todo let build separ buildtoolbar method,code/design_debt,637,train
todo refer concret factori need factori factori,code/design_debt,638,train
todo first loop count item appear redund tfm 20070630,code/design_debt,640,train
creat new panel given step exampl given step creat first step wizard todo might convient make reusabl subclass wizard show textual step guid user without autom wizard could easili author store xml file effici present reus singl panel singl jtextarea param newstep number step make panel return new panel given step,code/design_debt,641,train
copi file sourc destin todo perhap belong util class sort param sourc sourc file copi param dest destin file return success status flag,code/design_debt,644,train
todo use intern knowledg gef handl tfm mvw move someth like maininitgef,code/design_debt,645,train
local selectionp todo detect avail local avail file return local use argouml,code/design_debt,646,train
return default type attribut return classifi use default type todo belong projectset tfm,code/design_debt,647,train
todo unus,code/design_debt,648,train
search typeclassifi name type found new type creat ad current namespac todo move model subsystem tfm 20070307 param name typeclassifi found return classifi,code/design_debt,649,train
todo use elsewher,code/design_debt,650,train
search typeclassifi name definenew true new type defin typeclassifi found newli creat type ad currentnamespac given name todo move model subsystem tfm 20070307 param name typeclassifi found param definenew true defin new one return classifi found classifi,code/design_debt,651,train
move object trash delet complet depend structur delet object involv pre remov target histori delet fig represent object delet uml element delet depend uml modelel delet commentedg uml element move trash enclos object graphic drawn top move trash subdiagram object saveguard alway least diagram left current diagram delet select new one show trigger explor diagram delet set needssav dirti flag projectmanag pre param obj object delet see orgargoumlkernelprojectimpltrashinternalobject todo name delet someth better tell sinc realli isnt trash,code/design_debt,652,train
chang uml compon subsystem stereotyp todo deprec,code/design_debt,653,train
return root packag return packag root deprec 0254 tfmorri use link getroot get packagesmodel element top level todo probabl need getdefaultnamespac method someth similar replac use,code/design_debt,654,train
datastructur set project getter return string sinc use argote also reason attribut part map someth todo header comment current use function complet implement yet store project user enter header comment see issu 4813 author michiel,code/design_debt,656,train
notat set valu object store set control text render diagram todo need diet use everywher perform sensit current set set union found legaci code clear actual use author tom morri tfmorrisgmailcom,code/design_debt,657,train
