text,classification
return set offend todo return valu need strong type tfm 20070630,code/design_debt
todo class need file public,code/design_debt
must overridden make sens didnt want make abstract might requir,code/design_debt
todo fire event projectbrows regist listen,code/design_debt
todo use default valu appropri type,code/design_debt
todo fire event projectbrows regist listen,code/design_debt
superclass longer method perhap whole thing remov tfm superupdatelistenersnewown,code/design_debt
todo actual hack diagram type like statechart diagram access current diagram get info might caus problem there anoth statechart diagram activ remov current project load new one,code/design_debt
todo handl multipl top level packag,code/design_debt
follow specif realize todo correct gef use interfacer abstract,code/design_debt
todo still use argouml string hardwir,code/design_debt
todo uml tagdefinit becom properti stereotyp anyth use probabl need reviewedchang return properti,code/design_debt
languag must uniqu todo model dont use dialog chang first,code/design_debt
todo cyclic depend persistancemanag,code/design_debt
todo instanc variabl creat discard need,code/design_debt
check duplic name renam necessari,code/design_debt
creat new ocl critic param oclconstraint ocl express param headlin headlin param descript descript param moreinfourl info url param knowledgetyp knowledg type param supporteddecis decis param prioriti prioriti throw invalidoclexcept ocl valid todo need list simpl collect,code/design_debt
todo insid block forgotten els branch question eului 20090816,code/design_debt
todo mayb separ name,code/design_debt
todo minim updat strategi would better minim work event fire may better deprec method forc call manag updat sinc probabl usual want add remov singl element tfm 20061108,code/design_debt
todo progressmgr use come,code/design_debt
todo show user messag load project use notat current avail fall back default notat done mayb implement persistencemanag,code/design_debt
todo parent remov see orgargoumlumldiagramuifignodemodelelementupdatebound,code/design_debt
todo move magic number descript constant,code/design_debt
todo handl access import,code/design_debt
todo remov code charact remov privat static final string returnstr,code/design_debt
todo probabl need qualif tfm,code/design_debt
todo method obsolet use getinputmap etc,code/design_debt
todo check semant tfm,code/design_debt
todo move gef,code/design_debt
todo find way replac depend project,code/design_debt
todo configur properti,code/design_debt
todo super constrcutor take graphmodel,code/design_debt
stereotyp todo arent stereotyp handl elsewher,code/design_debt
todo fire event projectbrows regist listen tfm,code/design_debt
todo support one bodylanguag,code/design_debt
todo remov old implement 022 demonstr need tfm,code/design_debt
todo find better way hard code colour,code/design_debt
todo there cyclic depend figconcurrentregion action actionaddconcurrentregion,code/design_debt
public object getgoalinfostr goal return goalsgetpropertygo todo need better represent goal,code/design_debt
local variabl,code/design_debt
todo realli separ class,code/design_debt
modelel chang give prioriti check critic asap todo synchronis todo object first creat param design materi param reason reason,code/design_debt
todo could general initi stuff need,code/design_debt
todo call see javabeansvetoablechangelistenervetoablechangejavabeanspropertychangeev,code/design_debt
todo probabl belong diagram subsystem,code/design_debt
todo chang use undomanag instanc per project gef enhanc,code/design_debt
hack item check isleafnod includ empti folder realli need alwaysleafnod,code/design_debt
todo next line code long,code/design_debt
todo unus,code/design_debt
method insuffici inform call buildextensionpoint thus well need creat one pray whomev call know kind mess got,code/design_debt
todo need set input encod done todo pars none member type inputsourc inputsourc new inputsourc new inputstreamreaderinputstream argo getencod,code/design_debt
todo execut remov need tfm,code/design_debt
load project display nice progressmonitor param file project open param showui whether show gui todo need refactor gui independ tfm,code/design_debt
todo doesnt belong good time move find someplac less obtrus inner loop tfm,code/design_debt
todo asargu,code/design_debt
todo magic number 6000 repres put explanatori liter tfm 20071205,code/design_debt
todo creat depend critic subsystem instead subsystem regist desir menus action,code/design_debt
todo get rid magic number figur repres line width pad offset,code/design_debt
refer action need mac hack,code/design_debt
todo convert use standard factori registr,code/design_debt
todo defin compoundcrit,code/design_debt
may actual make differ present code behind addtrigg need work,code/design_debt
todo class part depend cycl projectbrows,code/design_debt
hack order abl compil java13,code/design_debt
todo wont use pathcompar take care uniqu,code/design_debt
andrea temporari uml2 prealpha version,code/design_debt
get classifi import packag todo probabl happen automat getallmodelelementsofkind tfm,code/design_debt
todo add open recent project command command state decoupl user set,code/design_debt
instal trap eat securityexcept note temporari away futur releas httpbugssuncombugdatabaseviewbugdobugid4714232,code/design_debt
todo magic number,code/design_debt
creat taggedvalu tagtyp match sourc modul filenam valu file last modifi timestamp todo function need move someplac use need otherwis delet tfm 20070217,code/design_debt
hack order abl compil java13,code/design_debt
choos arrowhead style end todo call paint would better call renderingchang,code/design_debt
todo isnt stuff manag namefig,code/design_debt
andrea temporari warn dialog uml2,code/design_debt
todo class move packag orgargoumlumluibehaviorcommonbehavior,code/design_debt
classifi role must return sent messag case return empti list todo must incom messag sent one,code/design_debt
initi argouml applic version link applicationversiongetvers doesnt return null throw except someth goe wrong todo move helper class,code/design_debt
creat enumer return object new enumer sinc uml todo need extra paramet specifi modelext new element creat,code/design_debt
todo let move behind model interfac,code/design_debt
