,text,label,document_index
642,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,642
643,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,643
644,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,644
645,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,645
647,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,647
648,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,648
650,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,650
651,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,651
652,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,652
653,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,653
654,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,654
655,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,655
656,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,656
657,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,657
659,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,659
660,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,660
661,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,661
662,such ugly hack format misc typed column,CODE,662
664,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,664
665,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,665
666,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,666
667,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,667
668,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,668
669,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,669
670,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,670
672,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,672
673,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,673
674,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,674
675,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,675
678,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,678
679,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,679
680,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,680
681,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,681
682,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,682
684,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,684
685,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,685
686,should i return report report data directly single element returns data frame breakdown column nested list multiple elements fails error complaining top argument,DEFECT,686
687,jsonlite puts useful format leave rename counts column metric completely quickanddirty parser,CODE,687
689,this hack pages results error occurs adobe signals end results,CODE,689
690,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,690
691,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,691
692,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,692
693,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,693
694,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,694
695,hack locale every method calls apirequest hopefully works set encoding utf8 well someone wanted base64 luck,CODE,695
696,todo check token expired whether endpoint matches deciding,ARCHITECTURE,696
698,create sparse matrix tfidfs appears work provides convenient wrapper around sparsematrix error appears related deprecated functions,DEFECT,698
699,line working noun phrase function create weighted adjacency matrix,DEFECT,699
701,optimal modularity kept crashing communities optimalcommunity textnetwork,DEFECT,701
702,true considering previous statement,CODE,702
703,simple test determine proper numscale todo implement iqr,TEST,703
704,hack moment ordered indices ok,CODE,704
705,evaluate indices directly working subtractions,CODE,705
706,todo set path prepared data set stored todo make possible sort multiple columns cat preparing data tableplotting storing result increases tableplotting speed see prepare,REQUIREMENTS,706
707,fix x matrix nt factors,CODE,707
708,fix x matrix nt factors,CODE,708
709,empirical quantilequantile plot hacked qqplot stats,CODE,709
710,fix x matrix nt factors,CODE,710
711,one problematic problematic returns,CODE,711
712,drop quality scores needed anymore,CODE,712
713,not needed anymore,CODE,713
714,not needed anymore,CODE,714
715,assume based coordinate system todo check wether necessary,CODE,715
716,not needed anymore,CODE,716
717,not needed anymore,CODE,717
718,not needed anymore,CODE,718
719,not needed anymore,CODE,719
720,not needed anymore,CODE,720
722,todo encoding param ignored requirenamespace xml quietly true stop you must xml installed read xml files,CODE,722
723,because xml xmltodataframe nt impute column types match getcsv s behaviour,CODE,723
724,todo files need imported discovered currently listfiles uses lot storage space temporary files lot archives,ARCHITECTURE,724
725,todo stop using rownames errors duplicated,DEFECT,725
726,the implementation listfiles listfile might seem complex arrived lot toil the main design decision made user able pass many different types string listfiles get consistent result list local filenames one additional wrinkle two functions listfiles listfile this ensure listfile ever called length argument even though return multiple filenames for purposes explanation distinction elided there four possible types values x simple filename remote url glob pattern vector combination listfiles recursive design arguments resolve arguments need processing eg remote url could resolve zip file needs extracted the termination condition recursion argument passed local filepath refers single file needs processing eg something like pathtotexttsv however possible determine given argument path single file glob pattern matches multiple files without actually trying match this matters s result globbing expression could potentially need processing s recursion needs end we ca nt know beforehand rules globbing implementationdependent systems might treat pathtofile tsv either filename path depending whether support escaping glob wildcards we could tested return value sysglob see whether system treats given string glob pattern simple filename unfortunately sysglob return character either glob pattern matches files nonglob filename file nt exist nt work either we also ca nt test whether pattern regular file looking extension pathto zip glob expression zip extension,DEFECT,726
727,todo redo docs todo check remove extranous codes todo recurse file listing eg remote zip file todo readtext csv seem require textfield,ARCHITECTURE,727
728,it would nice able test escaped glob special characters filename r check allow file name exist package this still pass run test manually created file supposing platform supports expectequal length texts readtext dataglobspecial txt,TEST,728
729,code coverage nonexistent functions,TEST,729
730,todo refactor loop filetypes,TEST,730
731,todo what happens supply docnames,TEST,731
732,todo test vector filename url,TEST,732
733,todo nt remove add command,CODE,733
734,todo decide uninstalled packages,BUILD,734
736,ideal hopefully fixed https githubcomrstudiopackratissues507,CODE,736
737,todo need set options repos well snapshot work,CODE,737
740,must source virtualenv directory rstudio work properly probably fixed packrat,BUILD,740
741,todo decide uninstalled packages,BUILD,741
745,todo this work fine unless set hash particular length todo see dbiusebinary alternative approach dealing configuration i nt think really use though,CODE,745
