text,label,document_index
log transformation we re longer automatic calculation call often slow however re keeping support legacy objects,REQUIREMENTS,789
nocov,TEST,790
we coerce data frame matrix row names you ca nt matrix directly otherwise ll bounds error,CODE,791
nocov start,TEST,792
nocov end,TEST,793
nocov start,TEST,794
nocov end,TEST,795
nocov start,TEST,796
nocov end,TEST,797
nocov end,TEST,800
model working,DEFECT,802
todo find row column,CODE,804
since sample annoying convenience feature,CODE,805
use matrix,CODE,806
look optimal place later necessary reuse code algorithms,CODE,807
use matrix,CODE,808
todo allow labels,REQUIREMENTS,812
fix infinite breaks range mat narm true range colourscale colourscale narm true colourscale colourscale inf min colourscale colourscale inf max,DEFECT,813
rescale columns todo effect rescaling rescaling makes update offset fail,DEFECT,814
rescale columns todo effect rescaling rescaling makes update offset fail,DEFECT,815
todo working local functions,DEFECT,817
keeping fits join results object todo improve memory,ARCHITECTURE,818
todo restore state,CODE,820
trick convenience,CODE,821
todo make compute mean best function object target fit object target,CODE,823
use name key nb need special trick avoid conflict argument function,DESIGN,825
early exit working sure,CODE,827
todo add functionality save registered strategy file use,REQUIREMENTS,828
we also use svd svd partial svd remove comment line options remove comment line,BUILD,829
todo allow data none ggplot instance passed check data,REQUIREMENTS,830
todo allow data none ggplot instance passed check data,REQUIREMENTS,831
ggplot2 ca nt rescale residuals type see https,DEFECT,832
todo may better use layer directly,CODE,833
attr added,CODE,834
fails cran components inversed,BUILD,835
fails cran components inversed,BUILD,836
fails cran components inversed,BUILD,837
fails cran travis components inversed,BUILD,838
todo try parallelize,ARCHITECTURE,840
todo working rstudio in mode works,DEFECT,841
nocov end,TEST,843
hack support to replaced,CODE,844
something nt right,CODE,845
nocov end,TEST,846
todo use tools,ARCHITECTURE,847
nocov start,TEST,848
nocov end,TEST,849
nocov start,TEST,850
nocov,TEST,851
nocov start,TEST,852
not documented missing interactive selection use,DOCUMENTATION,853
nocov start,TEST,854
nocov end,TEST,855
nocov,TEST,856
the state chunk still processing nocov,TEST,858
if fails first chunk likely error code stop display error message,DEFECT,859
if fails somewhere else likely error specific point return partial output display,DEFECT,860
nocov start,TEST,861
nocov start,TEST,863
nocov end,TEST,864
nocov start,TEST,865
nocov,TEST,867
nocov end,TEST,869
nocov,TEST,870
nocov,TEST,871
cov,TEST,872
function non exported sf build sf source code cran accept use nocov start,TEST,873
nocov,TEST,875
nocov nocov,TEST,876
nocov,TEST,877
nocov,TEST,878
nocov fails cran nocov nocov,TEST,879
nocov start,TEST,880
nocov end,TEST,881
nocov end,TEST,883
nocov,TEST,886
nocov,TEST,888
eg future plan future multisession workers nocov,TEST,890
nocov start,TEST,891
done outside case null,CODE,893
this package kind behavior good oh well first hacky solution ve put people,BUILD,894
fail todo fix gets,CODE,896
code currently work need work how move around,DEFECT,897
below removed old grid unit implementation deprecated,CODE,898
term turn compare complete model this partial terms conditions variables permutations similar direct default models perhaps model used full models this basically similar decomposition by term models without term turn complete model separate calls from update model formula issues makes function robust functions instead call method pass constraint matrix,DEFECT,900
object must list objects permutations must matrix assume calling function takes care function directly called users,DESIGN,901
all models evaluated identical permutations differences single permutations used differences fitted models this requires nested models checked terms smaller model must included larger model,TEST,902
someone really tried correlation like object range,ALGORITHM,903
the following line environment formula made update fail line capscale fails point,DEFECT,904
old behaviour,CODE,905
undo applied first capscale must last,ARCHITECTURE,906
see model implement goodness done nt care,ALGORITHM,907
zero usually good thing problem may data,CODE,908
matching could done better see may yet broken,DEFECT,910
some scores accept one display workaround,REQUIREMENTS,911
type yet implemented,REQUIREMENTS,912
grid,CODE,913
ad fs also allowed,CODE,914
should work also,CODE,915
tcltk windows seems type file name extension automatically interpreted value used extension correct done value the following tcltk documentation corrected tcltk fixed,DEFECT,916
move labels points fixme does nt perfect job,DEFECT,917
it bad practice replicate change function gets you,CODE,918
function terms binary much slower,ARCHITECTURE,919
first item vector must sample size rest data this easy trick evaluate apply instead loop,CODE,920
models may set leave like user set,REQUIREMENTS,922
attributes tricky evaluate outside loop,CODE,923
scores list matrix one item workaround,CODE,924
test tests work subset missing values functions variables variables data frame attached data working environment,TEST,925
fails must done df used instead,TEST,926
us several functions failed data name function name function name found first used instead data this seems related problem examples still condition strata function names however following examples failed work,DEFECT,927
todo add test,TEST,930
todo add test,TEST,931
nocov start,TEST,932
not elegant fix weights provided,CODE,933
dirty hack avoid base,DESIGN,934
todo define plot functions,REQUIREMENTS,937
calculate corrected assignment index dat genotype data frame sex vector sex labels number permutations test test mean aic time todo options one tail tests include test variance call,TEST,939
this needed avoid notes visible binding cmd check,BUILD,940
this dummy real detection,CODE,941
turn avoid issue https,VERSIONING,942
never run,CODE,943
set time stop seems give wrong files sometimes,CODE,944
remove files files,CODE,945
old code rbind slower,ARCHITECTURE,946
fix visible binding note check utils colnames doesnt work unfortunately seems way keep check quiet variables,DEFECT,947
check error messages response body todo api still include warnings well,BUILD,949
todo improve performance see https,ARCHITECTURE,950
todo improve performance see https,ARCHITECTURE,951
todo per,CODE,952
genotype calls current assumption need info content might json fixme,DEFECT,953
weird global env environment environment,BUILD,958
todo remove bad one generally,CODE,959
fix error,CODE,960
exported need add variable,DESIGN,961
criteria tricky how determine,ALGORITHM,962
browser need fix data error,DEFECT,965
test not perfect regions multiple growing season no one method length max first min last,TEST,967
model general dt set dt hardcoded initial values dt,CODE,968
nocov,TEST,969
nocov,TEST,970
nocov,TEST,971
nocov,TEST,972
nocov,TEST,973
nocov,TEST,974
nocov nocov,TEST,975
nocov,TEST,977
nocov,TEST,978
nocov,TEST,979
nocov,TEST,980
trick turn types input format eg becomes,CODE,983
makes copy model efficient way,ARCHITECTURE,984
is bad idea we need terms function may used like env global env one used,CODE,985
