text,label,document_index
todo add tests saving better parameter setting place todo add tests different settings,TEST,814
tests these included functions object avoid object todo add smaller example object included could loaded make tests,TEST,815
todo add tests functions including functionality related new slot,TEST,817
ad hoc use common class new class,DESIGN,818
attached workers session information unless already done fixme we introduces condition multiple similar may appear time data therefore values workers workers,ALGORITHM,820
workaround when running covr package tested may actually installed library path used covr we add path covr used hb,TEST,821
ad case skip connection internal hb,ALGORITHM,823
ad hoc this assumes worker case workers hb,ALGORITHM,825
fixme add method future possible also return something hb,CODE,827
fixme special case every cases need support hb,CODE,828
backward compatibility for value results later want future use result hb,CODE,829
setting inside future fixme how hb,CODE,830
note we nt want use local body evaluation local optional cf argument local if could instead use trycatch statement hb,CODE,832
workaround if name promise eg future assignment end recursive evaluation resulting error promise already evaluation recursive default argument reference earlier problems to avoid make sure import functions explicitly hb,CODE,833
note to self we ideally envir argument also cf future however yet clear need search globals current environment order globals arguments fun args cf hb,BUILD,834
drop ignore globals fixme this really implemented globals,CODE,835
resolve globals fixme should resolve package names spaces should we assume contain we turns expensive maybe environments certain flag set hb,BUILD,836
fixme locally using loop,CODE,837
ad note calls rmpi may because drop class attribute avoid calling method calling rmpi rmpi may also see also implementation reference https,DESIGN,838
ad hoc warn windows bug rev,BUILD,840
apply connection time limit rest current computation note regardless true false still seems need undo manually hb,ARCHITECTURE,841
workarounds pass single job list cf https,CODE,843
note in issue parallel could fix seems still get warning even removing,DEFECT,844
tell use single thread note is issue have got reports fixme how get current settings hb 1l,ARCHITECTURE,845
fixme it seem multisession examples gives errors cmd check eg open file because use,DEFECT,846
no need request reverse wo nt happen case,CODE,847
not needed anymore,CODE,849
names supported,BUILD,850
names supported,BUILD,851
future yet fixme uses hb,CODE,852
special by default nt add error object may break things,CODE,853
nothing todo,CODE,854
installed fails,DEFECT,855
fixme the number single server this could improved back additional cf https,ARCHITECTURE,856
keep private case,CODE,858
keep private case,CODE,859
trim drop empty results case,CODE,860
fixme some elements may exist although returns exists say exist cf issue hb note possible test existence use trycatch,TEST,861
workaround the image name column may contain spaces making hard second column instead common number column count many columns drop end order find second last,ALGORITHM,863
warning slow windows,ARCHITECTURE,864
options fixme does make sense hb,CODE,865
workaround covr produces error error reading connection type is related comments help hb,TEST,867
fixme make plan cluster workers null work actually tested,TEST,869
fixme why nt work it causes future parallel stopcluster,DEFECT,870
bug now instead fails find,DEFECT,871
create future process this is the tricky part two globals env resolved however object env element environment env therefore resolved since future unless environment env resolved issue,CODE,872
bug fix in future global pkg would name last package attached future,DEFECT,873
workaround on base may return elements empty names hb,CODE,875
fixme print calls resolved triggers result future resolved this means future may worker so nt resolve print,CODE,876
do nt test cran comment in future would left worker process would main process in future try detect fails,TEST,877
fixme on cran number future error 1l true,CODE,878
issue when using connection worker due sink global con connection expression because test na,TEST,879
workaround captureoutput argument split,CODE,880
skip test causes issues least,TEST,881
fixme should value,CODE,883
reset session hack,CODE,886
todo add,DESIGN,888
theory spreadsheet default format locale spreadsheet user unclear,DESIGN,890
todo think would need based set operation,CODE,891
nocov end,TEST,893
todo make method todo deal merged cells todo ensure returns integer columns appropriate,CODE,894
todo remote store case change,CODE,896
todo time day really implemented yet,REQUIREMENTS,897
todo really implemented yet,REQUIREMENTS,898
todo yet body function cell na true cell map na na asposixct,REQUIREMENTS,900
todo would way could make better use logic,DESIGN,901
cell field todo adapt becomes class,CODE,902
inputs character method range means nt matter never sheet range skip a1 b2 weird guess roll a1 b2 a1 b2 a1 b2,CODE,903
todo something,DOCUMENTATION,905
todo come back deal data,CODE,906
todo open question whether explicitly title,CODE,907
todo necessary could meaningful checks,CODE,908
wrong thing everything ie returns na but make valid a1 api many cases must,DESIGN,910
to think even allowed perhaps must use sheet argument range clear re passing sheet name name named range without a1 type range suffix,CODE,911
todo still enough detect strings length less numbers less digits valid,ALGORITHM,912
hack slow things ci,BUILD,913
todo revisit means factor,TEST,914
todo revisit means factor,TEST,915
think bug start row,DEFECT,916
think bug start column,DEFECT,917
cell tibble work tibble todo maybe use even object helpers better,DESIGN,918
workaround,CODE,919
workaround,CODE,920
hardcoded maximum number ideal,CODE,922
version hardcoded argument window analysis done so argument also documentation,CODE,923
what minimum number axis needed criteria order data needs hard coded avoid extracting information file,ALGORITHM,924
todo check file format version,CODE,925
analysis stops trick stop cat reading enough data,CODE,926
no idea what rest noise is for actigraph test needed,TEST,927
if null timestamp offset therefore undo,CODE,930
todo create automatic extraction information actigraph id stored binary file header id body location serial number,REQUIREMENTS,931
fall without measurement,DEFECT,932
use filename identifier,CODE,933
note for moment ignores signals robust algorithms metrics,DEFECT,934
speed testing read first blocks data analysis stops trick stop,TEST,937
it seems store timestamp consistent position therefore need search data,CODE,938
one files hidden,CODE,939
one files start variable name hidden values,CODE,940
used apparently sometimes using,CODE,941
needed first timestamp time,CODE,942
to do issue check whether object column if yes use instead unless false default,DEFECT,943
checks file yet maybe needed,ARCHITECTURE,944
sample frequency stored,CODE,945
this function is not used anymore by,CODE,946
note this work files also need rcpp functions so probably best turn parallel debugging data,ARCHITECTURE,947
format probably incorrect,CODE,949
end within double hour,CODE,950
time go back may ended either first second double hour to do rare cases assume ends second hour avoid sleep efficiency,REQUIREMENTS,951
time go back may ended either first second double hour to do rare cases assume ends second hour avoid sleep efficiency sleep,REQUIREMENTS,952
